npm warn exec The following package was not found and will be installed: serve@14.2.6
 INFO  Accepting connections at http://localhost:3001
 HTTP  3/15/2026 9:45:04 PM 127.0.0.1 GET /testing/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php
 HTTP  3/15/2026 9:45:04 PM 127.0.0.1 Returned 200 in 1 ms
 HTTP  3/15/2026 9:45:09 PM 127.0.0.1 GET /demo/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php
 HTTP  3/15/2026 9:45:09 PM 127.0.0.1 Returned 200 in 1 ms
 HTTP  3/15/2026 9:45:20 PM 127.0.0.1 GET /cms/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php
 HTTP  3/15/2026 9:45:20 PM 127.0.0.1 Returned 200 in 1 ms
 HTTP  3/15/2026 9:45:23 PM 127.0.0.1 GET /crm/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php
 HTTP  3/15/2026 9:45:23 PM 127.0.0.1 Returned 200 in 0 ms
 HTTP  3/15/2026 9:45:24 PM 127.0.0.1 GET /admin/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php
 HTTP  3/15/2026 9:45:24 PM 127.0.0.1 Returned 200 in 1 ms
 HTTP  3/15/2026 9:45:25 PM 127.0.0.1 GET /backup/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php
 HTTP  3/15/2026 9:45:25 PM 127.0.0.1 Returned 200 in 1 ms
 HTTP  3/15/2026 9:45:29 PM 127.0.0.1 GET /blog/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php
 HTTP  3/15/2026 9:45:29 PM 127.0.0.1 Returned 200 in 1 ms
 HTTP  3/15/2026 9:45:32 PM 127.0.0.1 GET /workspace/drupal/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php
 HTTP  3/15/2026 9:45:32 PM 127.0.0.1 Returned 200 in 1 ms
 HTTP  3/15/2026 9:45:39 PM 127.0.0.1 GET /panel/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php
 HTTP  3/15/2026 9:45:39 PM 127.0.0.1 Returned 200 in 1 ms
 HTTP  3/15/2026 9:45:40 PM 127.0.0.1 GET /public/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php
 HTTP  3/15/2026 9:45:40 PM 127.0.0.1 Returned 200 in 1 ms
 HTTP  3/15/2026 9:45:41 PM 127.0.0.1 GET /apps/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php
 HTTP  3/15/2026 9:45:41 PM 127.0.0.1 Returned 200 in 0 ms
 HTTP  3/15/2026 9:45:45 PM 127.0.0.1 GET /app/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php
 HTTP  3/15/2026 9:45:45 PM 127.0.0.1 Returned 200 in 1 ms
 HTTP  3/15/2026 9:45:46 PM 127.0.0.1 GET /index.php?s=/index/\think\app/invokefunction&function=call_user_func_array&vars[0]=md5&vars[1][]=Hello
 HTTP  3/15/2026 9:45:46 PM 127.0.0.1 Returned 200 in 1 ms
 HTTP  3/15/2026 9:45:47 PM 127.0.0.1 GET /public/index.php?s=/index/\think\app/invokefunction&function=call_user_func_array&vars[0]=md5&vars[1][]=Hello
 HTTP  3/15/2026 9:45:47 PM 127.0.0.1 Returned 200 in 2 ms
 HTTP  3/15/2026 9:45:49 PM 127.0.0.1 GET /index.php?lang=../../../../../../../../usr/local/lib/php/pearcmd&+config-create+/&/<?echo(md5("hi"));?>+/tmp/index1.php
 HTTP  3/15/2026 9:45:49 PM 127.0.0.1 Returned 200 in 1 ms
 HTTP  3/15/2026 9:46:00 PM 127.0.0.1 GET /index.php?lang=../../../../../../../../tmp/index1
 HTTP  3/15/2026 9:46:00 PM 127.0.0.1 Returned 200 in 1 ms
 HTTP  3/15/2026 9:46:06 PM 127.0.0.1 GET /containers/json
 HTTP  3/15/2026 9:46:06 PM 127.0.0.1 Returned 200 in 1 ms
 HTTP  3/15/2026 10:10:40 PM 127.0.0.1 GET /
 HTTP  3/15/2026 10:10:40 PM 127.0.0.1 Returned 200 in 1 ms
 HTTP  3/15/2026 10:10:40 PM 127.0.0.1 GET /favicon.ico
 HTTP  3/15/2026 10:10:40 PM 127.0.0.1 Returned 200 in 1 ms
 HTTP  3/15/2026 10:14:45 PM 127.0.0.1 GET /
 HTTP  3/15/2026 10:14:45 PM 127.0.0.1 Returned 200 in 1 ms
 HTTP  3/15/2026 10:51:29 PM 127.0.0.1 GET /
 HTTP  3/15/2026 10:51:29 PM 127.0.0.1 Returned 200 in 1 ms
 HTTP  3/15/2026 10:53:34 PM 127.0.0.1 GET /.well-known/security.txt
 HTTP  3/15/2026 10:53:34 PM 127.0.0.1 Returned 200 in 1 ms
 HTTP  3/15/2026 11:03:08 PM 127.0.0.1 GET /
 HTTP  3/15/2026 11:03:08 PM 127.0.0.1 Returned 200 in 1 ms
 HTTP  3/15/2026 11:03:10 PM 127.0.0.1 GET /favicon.ico
 HTTP  3/15/2026 11:03:10 PM 127.0.0.1 Returned 200 in 1 ms
 HTTP  3/15/2026 11:45:51 PM 127.0.0.1 GET /
 HTTP  3/15/2026 11:45:51 PM 127.0.0.1 Returned 200 in 1 ms
 HTTP  3/16/2026 12:20:38 AM 127.0.0.1 GET /
 HTTP  3/16/2026 12:20:38 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  3/16/2026 12:20:39 AM 127.0.0.1 GET /
 HTTP  3/16/2026 12:20:39 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  3/16/2026 12:25:41 AM 127.0.0.1 GET /
 HTTP  3/16/2026 12:25:41 AM 127.0.0.1 Returned 200 in 0 ms
 HTTP  3/16/2026 12:25:41 AM 127.0.0.1 GET /favicon.ico
 HTTP  3/16/2026 12:25:41 AM 127.0.0.1 Returned 200 in 0 ms
 HTTP  3/16/2026 12:41:30 AM 127.0.0.1 GET /
 HTTP  3/16/2026 12:41:30 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  3/16/2026 12:41:37 AM 127.0.0.1 PROPFIND /
 HTTP  3/16/2026 12:41:37 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  3/16/2026 12:51:45 AM 127.0.0.1 GET /
 HTTP  3/16/2026 12:51:45 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  3/16/2026 12:54:14 AM 127.0.0.1 GET /favicon.ico
 HTTP  3/16/2026 12:54:14 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  3/16/2026 1:38:02 AM 127.0.0.1 GET /
 HTTP  3/16/2026 1:38:02 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  3/16/2026 1:45:13 AM 127.0.0.1 GET /
 HTTP  3/16/2026 1:45:13 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  3/16/2026 1:48:10 AM 127.0.0.1 GET /
 HTTP  3/16/2026 1:48:10 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  3/16/2026 2:01:54 AM 127.0.0.1 GET /
 HTTP  3/16/2026 2:01:54 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  3/16/2026 2:27:06 AM 127.0.0.1 GET /.env
 HTTP  3/16/2026 2:27:06 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  3/16/2026 2:27:06 AM 127.0.0.1 GET /.env.old
 HTTP  3/16/2026 2:27:06 AM 127.0.0.1 Returned 200 in 0 ms
 HTTP  3/16/2026 2:27:08 AM 127.0.0.1 GET /server/.env
 HTTP  3/16/2026 2:27:08 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  3/16/2026 2:27:08 AM 127.0.0.1 GET /laravel/.env
 HTTP  3/16/2026 2:27:08 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  3/16/2026 2:27:09 AM 127.0.0.1 GET /admin/.env
 HTTP  3/16/2026 2:27:09 AM 127.0.0.1 Returned 200 in 0 ms
 HTTP  3/16/2026 2:27:09 AM 127.0.0.1 GET /v2/.env
 HTTP  3/16/2026 2:27:09 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  3/16/2026 2:27:11 AM 127.0.0.1 GET /.git/HEAD
 HTTP  3/16/2026 2:27:11 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  3/16/2026 2:27:11 AM 127.0.0.1 GET /config.js
 HTTP  3/16/2026 2:27:11 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  3/16/2026 2:27:12 AM 127.0.0.1 GET /settings.json
 HTTP  3/16/2026 2:27:12 AM 127.0.0.1 Returned 200 in 0 ms
 HTTP  3/16/2026 2:27:12 AM 127.0.0.1 GET /credentials.json
 HTTP  3/16/2026 2:27:12 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  3/16/2026 2:27:13 AM 127.0.0.1 GET /.aws/credentials
 HTTP  3/16/2026 2:27:13 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  3/16/2026 2:27:13 AM 127.0.0.1 GET /appsettings.Development.json
 HTTP  3/16/2026 2:27:13 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  3/16/2026 2:27:14 AM 127.0.0.1 GET /application-prod.yml
 HTTP  3/16/2026 2:27:14 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  3/16/2026 2:27:14 AM 127.0.0.1 GET /wp-config.php.bak
 HTTP  3/16/2026 2:27:14 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  3/16/2026 2:27:15 AM 127.0.0.1 GET /wp-config.php~
 HTTP  3/16/2026 2:27:15 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  3/16/2026 2:27:17 AM 127.0.0.1 GET /.yarnrc
 HTTP  3/16/2026 2:27:17 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  3/16/2026 2:27:17 AM 127.0.0.1 GET /docker-compose.prod.yml
 HTTP  3/16/2026 2:27:17 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  3/16/2026 2:27:18 AM 127.0.0.1 GET /storage/logs/laravel.log
 HTTP  3/16/2026 2:27:18 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  3/16/2026 2:27:18 AM 127.0.0.1 GET /actuator/configprops
 HTTP  3/16/2026 2:27:18 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  3/16/2026 2:27:19 AM 127.0.0.1 GET /.svn/wc.db
 HTTP  3/16/2026 2:27:19 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  3/16/2026 2:27:20 AM 127.0.0.1 GET /backup.sql
 HTTP  3/16/2026 2:27:20 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  3/16/2026 2:27:21 AM 127.0.0.1 GET /.pgpass
 HTTP  3/16/2026 2:27:21 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  3/16/2026 2:27:21 AM 127.0.0.1 GET /serviceAccountKey.json
 HTTP  3/16/2026 2:27:21 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  3/16/2026 2:27:21 AM 127.0.0.1 GET /google-credentials.json
 HTTP  3/16/2026 2:27:21 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  3/16/2026 2:27:22 AM 127.0.0.1 GET /service-account.json
 HTTP  3/16/2026 2:27:22 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  3/16/2026 2:27:22 AM 127.0.0.1 GET /.env.local.php
 HTTP  3/16/2026 2:27:22 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  3/16/2026 2:27:23 AM 127.0.0.1 GET /local.settings.json
 HTTP  3/16/2026 2:27:23 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  3/16/2026 2:27:25 AM 127.0.0.1 GET /.env
 HTTP  3/16/2026 2:27:25 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  3/16/2026 2:27:27 AM 127.0.0.1 GET /.env~
 HTTP  3/16/2026 2:27:27 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  3/16/2026 2:27:27 AM 127.0.0.1 GET /app/.env
 HTTP  3/16/2026 2:27:27 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  3/16/2026 2:27:28 AM 127.0.0.1 GET /web/.env
 HTTP  3/16/2026 2:27:28 AM 127.0.0.1 Returned 200 in 0 ms
 HTTP  3/16/2026 2:27:29 AM 127.0.0.1 GET /src/.env
 HTTP  3/16/2026 2:27:29 AM 127.0.0.1 Returned 200 in 0 ms
 HTTP  3/16/2026 2:27:29 AM 127.0.0.1 GET /.git/config
 HTTP  3/16/2026 2:27:29 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  3/16/2026 2:27:29 AM 127.0.0.1 GET /.git/HEAD
 HTTP  3/16/2026 2:27:29 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  3/16/2026 2:27:30 AM 127.0.0.1 GET /config.js
 HTTP  3/16/2026 2:27:30 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  3/16/2026 2:27:30 AM 127.0.0.1 GET /config.php
 HTTP  3/16/2026 2:27:30 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  3/16/2026 2:27:31 AM 127.0.0.1 GET /settings.json
 HTTP  3/16/2026 2:27:31 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  3/16/2026 2:27:31 AM 127.0.0.1 GET /.git/logs/HEAD
 HTTP  3/16/2026 2:27:31 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  3/16/2026 2:27:32 AM 127.0.0.1 GET /credentials.json
 HTTP  3/16/2026 2:27:32 AM 127.0.0.1 Returned 200 in 0 ms
 HTTP  3/16/2026 2:27:32 AM 127.0.0.1 GET /.aws/credentials
 HTTP  3/16/2026 2:27:32 AM 127.0.0.1 Returned 200 in 0 ms
 HTTP  3/16/2026 2:27:32 AM 127.0.0.1 GET /application.yml
 HTTP  3/16/2026 2:27:32 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  3/16/2026 2:27:33 AM 127.0.0.1 GET /appsettings.Development.json
 HTTP  3/16/2026 2:27:33 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  3/16/2026 2:27:33 AM 127.0.0.1 GET /application-prod.yml
 HTTP  3/16/2026 2:27:33 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  3/16/2026 2:27:34 AM 127.0.0.1 GET /wp-config.php
 HTTP  3/16/2026 2:27:34 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  3/16/2026 2:27:35 AM 127.0.0.1 GET /wp-config.txt
 HTTP  3/16/2026 2:27:35 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  3/16/2026 2:27:35 AM 127.0.0.1 GET /wp-config.php.bak
 HTTP  3/16/2026 2:27:35 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  3/16/2026 2:27:35 AM 127.0.0.1 GET /docker-compose.yml
 HTTP  3/16/2026 2:27:35 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  3/16/2026 2:27:35 AM 127.0.0.1 GET /docker-compose.yaml
 HTTP  3/16/2026 2:27:35 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  3/16/2026 2:27:35 AM 127.0.0.1 GET /docker-compose.dev.yml
 HTTP  3/16/2026 2:27:35 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  3/16/2026 2:27:36 AM 127.0.0.1 GET /wp-config.php.orig
 HTTP  3/16/2026 2:27:36 AM 127.0.0.1 Returned 200 in 0 ms
 HTTP  3/16/2026 2:27:36 AM 127.0.0.1 GET /.npmrc
 HTTP  3/16/2026 2:27:36 AM 127.0.0.1 Returned 200 in 0 ms
 HTTP  3/16/2026 2:27:37 AM 127.0.0.1 GET /info.php
 HTTP  3/16/2026 2:27:37 AM 127.0.0.1 Returned 200 in 5 ms
 HTTP  3/16/2026 2:27:38 AM 127.0.0.1 GET /web.config
 HTTP  3/16/2026 2:27:38 AM 127.0.0.1 Returned 200 in 2 ms
 HTTP  3/16/2026 2:27:38 AM 127.0.0.1 GET /.svn/wc.db
 HTTP  3/16/2026 2:27:38 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  3/16/2026 2:27:38 AM 127.0.0.1 GET /.my.cnf
 HTTP  3/16/2026 2:27:38 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  3/16/2026 2:27:39 AM 127.0.0.1 GET /backup.sql
 HTTP  3/16/2026 2:27:39 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  3/16/2026 2:27:39 AM 127.0.0.1 GET /firebase-adminsdk.json
 HTTP  3/16/2026 2:27:39 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  3/16/2026 2:27:40 AM 127.0.0.1 GET /.env.local.php
 HTTP  3/16/2026 2:27:40 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  3/16/2026 2:27:40 AM 127.0.0.1 GET /service-account.json
 HTTP  3/16/2026 2:27:40 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  3/16/2026 2:27:40 AM 127.0.0.1 GET /keyfile.json
 HTTP  3/16/2026 2:27:40 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  3/16/2026 2:55:51 AM 127.0.0.1 GET /
 HTTP  3/16/2026 2:55:51 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  3/16/2026 3:19:34 AM 127.0.0.1 GET /
 HTTP  3/16/2026 3:19:34 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  3/16/2026 3:19:36 AM 127.0.0.1 GET /
 HTTP  3/16/2026 3:19:36 AM 127.0.0.1 Returned 200 in 0 ms
 HTTP  3/16/2026 4:58:06 AM 127.0.0.1 GET /
 HTTP  3/16/2026 4:58:06 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  3/16/2026 4:58:14 AM 127.0.0.1 GET /robots.txt
 HTTP  3/16/2026 4:58:14 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  3/16/2026 5:00:55 AM 127.0.0.1 GET /favicon.ico
 HTTP  3/16/2026 5:00:55 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  3/16/2026 5:46:53 AM 127.0.0.1 GET /
 HTTP  3/16/2026 5:46:53 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  3/16/2026 5:46:57 AM 127.0.0.1 POST /
 HTTP  3/16/2026 5:46:57 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  3/16/2026 5:47:17 AM 127.0.0.1 GET /WuEL
 HTTP  3/16/2026 5:47:17 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  3/16/2026 5:47:36 AM 127.0.0.1 GET /a
 HTTP  3/16/2026 5:47:36 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  3/16/2026 5:47:40 AM 127.0.0.1 GET /download/file.ext
 HTTP  3/16/2026 5:47:40 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  3/16/2026 5:47:55 AM 127.0.0.1 GET /SiteLoader
 HTTP  3/16/2026 5:47:55 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  3/16/2026 5:47:57 AM 127.0.0.1 GET /mPlayer
 HTTP  3/16/2026 5:47:57 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  3/16/2026 7:09:05 AM 127.0.0.1 GET /
 HTTP  3/16/2026 7:09:05 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  3/16/2026 7:11:02 AM 127.0.0.1 GET /
 HTTP  3/16/2026 7:11:02 AM 127.0.0.1 Returned 200 in 0 ms
 HTTP  3/16/2026 7:46:55 AM 127.0.0.1 GET /
 HTTP  3/16/2026 7:46:55 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  3/16/2026 7:46:55 AM 127.0.0.1 POST /
 HTTP  3/16/2026 7:46:55 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  3/16/2026 7:46:55 AM 127.0.0.1 POST /
 HTTP  3/16/2026 7:46:55 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  3/16/2026 7:46:55 AM 127.0.0.1 POST /
 HTTP  3/16/2026 7:46:55 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  3/16/2026 7:51:30 AM 127.0.0.1 GET /admin/config.php
 HTTP  3/16/2026 7:51:30 AM 127.0.0.1 Returned 200 in 0 ms
 HTTP  3/16/2026 8:27:30 AM 127.0.0.1 GET /
 HTTP  3/16/2026 8:27:30 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  3/16/2026 10:15:22 AM 127.0.0.1 GET /
 HTTP  3/16/2026 10:15:22 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  3/16/2026 10:31:51 AM 127.0.0.1 GET /
 HTTP  3/16/2026 10:31:51 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  3/16/2026 10:31:51 AM 127.0.0.1 GET /static/js/main.cbbc2ee9.js
 HTTP  3/16/2026 10:31:51 AM 127.0.0.1 Returned 200 in 2 ms
 HTTP  3/16/2026 10:31:51 AM 127.0.0.1 GET /static/css/main.e6c13ad2.css
 HTTP  3/16/2026 10:31:51 AM 127.0.0.1 Returned 200 in 3 ms
 HTTP  3/16/2026 10:31:52 AM 127.0.0.1 GET /lobster-logo.svg
 HTTP  3/16/2026 10:31:52 AM 127.0.0.1 Returned 200 in 2 ms
 HTTP  3/16/2026 10:31:52 AM 127.0.0.1 GET /favicon.ico
 HTTP  3/16/2026 10:31:52 AM 127.0.0.1 Returned 200 in 1 ms

 INFO  Gracefully shutting down. Please wait...
